source_row_id,original_material_label,candidate_series,response_endpoint_candidate,source_pH_status,dom_status,response_quality_status,source_article_section,source_order_mapping_status,series_evidence
1085,RCWB-HP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1086,RCWB-HP,pH_pattern,Q_e_at_equilibrium_condition,outside_source_reported_3_to_11_range_pH1_requires_source_review,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1087,RCWB-HP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1088,RCWB-HP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1089,RCWB-HP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1090,RCWB-HP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1091,RCWB-HP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1092,RCWB-HP,pH_pattern,Q_e_at_equilibrium_condition,outside_source_reported_3_to_11_range_pH1_requires_source_review,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1093,RCWB-HP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1094,RCWB-HP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1095,RCWB-HP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1096,RCWB-HP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1097,RCWB-HP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1098,RCWB-NHP,pH_pattern,Q_e_at_equilibrium_condition,outside_source_reported_3_to_11_range_pH1_requires_source_review,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1099,RCWB-NHP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1100,RCWB-NHP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1101,RCWB-NHP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1102,RCWB-NHP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1103,RCWB-NHP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1104,RCWB-NHP,pH_pattern,Q_e_at_equilibrium_condition,outside_source_reported_3_to_11_range_pH1_requires_source_review,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1105,RCWB-NHP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1106,RCWB-NHP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1107,RCWB-NHP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1108,RCWB-NHP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1109,RCWB-NHP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1110,RCWB-NHP,pH_pattern,Q_e_at_equilibrium_condition,outside_source_reported_3_to_11_range_pH1_requires_source_review,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1111,RCWB-NHP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1112,RCWB-NHP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1113,RCWB-NHP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1114,RCWB-NHP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1115,RCWB-NHP,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1116,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1117,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1118,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1119,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1120,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1121,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1122,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1123,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1124,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1125,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1126,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1127,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1128,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1129,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1130,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1131,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1132,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1133,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1134,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
1135,RCWB-P,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,source_supported_zero_DOM_candidate,nonnegative_capacity,2.4_batch_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source reports pH 3--11, initial concentration 1--10 mg/L, 0--8 h, 0--20 mM NaCl, and 0--5 mg AHA/L"
